cid,text,author,votes,heart,paid
Ugwvap6lSjDskDZyp9F4AaABAg,"ഇപ്പൊ അടുത്ത കാലത്തൊന്നും ഒരു വാഹനം വേണ്ടാഞ്ഞിട്ടും എന്നെപ്പോലെ മുടങ്ങാതെ ഈ പോഗ്രാം കാണുന്നവരുണ്ടൊ",Badusha,0,False,None
UgyBfFboffc6qnFtvx94AaABAg.9cPIf57a4Pg9cPsvqZJ-WM,"ഇപ്പോ ടാറ്റ പറ്റിക്കുന്നത് പോലെ...6 എയർ ബാഗ് നിർബന്ധമാക്കുമ്പോൾ ടാറ്റ എന്ത് ചെയ്യും. സ്റ്റാർ റേറ്റിങ്ങ് ഒരു പ്രാധാന്യമില്ലാത്ത കാര്യം ആകും...",Anoop Rna,2,False,None
UgyBfFboffc6qnFtvx94AaABAg.9cPIf57a4Pg9cQ_pqsFz7_," @Anoop Rna  ടാറ്റ എങ്ങനെയാണ് പറ്റിക്കുന്നത്? മനസ്സിലായില്ല",Uri Iwan,0,False,None
UgyC6UQw4Y-lXGmNmQB4AaABAg,"6air bag കൊള്ളാം വില ഇനിയും കുടും road നന്നാക്കാൻ ഉദ്ദേശം ഇല്ല airbag കുട്ടിയാൽ മതി ചുമട് ചുമക്കാൻ കഴുതകളായ ജനങ്ങൾ ഉണ്ടല്ലോ",prince,5,False,None
Ugxo1Dgcma6VGRVcQBt4AaABAg,"പുതിയ facelift അർബൻ ക്രൂയ്സർ വരുമോ",SOLO WORLD,2,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg,"ശരിക്കും ടർബോ വാഹനങ്ങൾ ഹൈവേ ഓടിക്കാനും നോൺ ടർബോ നഗരങ്ങളിൽ ഓടിക്കാനും ആണ് സുഖം.... കാരണം ട്രാഫിക്കിലും മറ്റും ലാഗ് വരുന്നത് വലിയ ബുദ്ധിമുട്ടാണ്.... ഹൈവേയിൽ അങ്ങനെ ഒരു പ്രശ്നം ഇല്ലല്ലോ...",Deepa Yohannan,3,False,None
UgxLJL17DbEtS8XLdVR4AaABAg,"താങ്കൾ ഏതൊരു വ്യക്തിയോടും tata വാഹനങ്ങൾ പറയുന്നില്ല എന്തുകൊണ്ട് ",Saju tm,2,False,None
Ugy2Fx6met4HDFHstXF4AaABAg,"ബൂട്ടിൽ ബിരിയാണി ചെമ്പ് വെക്കാൻ പറ്റുന്ന കാർ ഇറങ്ങിയാൽ ഒന്ന് അറിയിക്കണെ",നന്മയും തിന്മയും,2,False,None
UgyHwSPdi3NpbBmyOiR4AaABAg,"മാരുതി ഇലക്ട്രിക് കാർ ഇറക്കിയിട്ട് വാങ്ങിയ മതി ",JR,2,False,None
UgwEkzaE7MudgXJAEWF4AaABAg,"വിട്ടുകള അപ്പുക്കുട്ടാ... ഇതൊക്കെ ചീള് കേസല്ലേ ",🔥#?,3,False,None
UgxN6rJ_Ik9MhbH9rp94AaABAg,"അണ്ണൻ എന്നും വന്ന് നിസ്സൻ മഗ്നെറ്റിനെ പൊക്കി അടിക്കും... But sale വലിയ മാറ്റം ഒന്നും ഇല്ല ",JR,11,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg.9cPNwszb-bo9cPQfOco8qc,"നേരെ തിരിച്ച് aan",moon,0,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg.9cPNwszb-bo9cPRNPPdV_q,"turbo ആകുമ്പോ മികച്ച low-end കിട്ടില്ലേ....അതല്ലേ സിറ്റി ഡ്രൈവിൻ്റെ ത്രിൽ.",Bibin TS,0,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg.9cPNwszb-bo9cPi9TrcpFA,"ചേച്ചി പറഞ്ഞത് നേരെ തിരിഞ്ഞ് പോയി. വേഗം comment delete ചെയ്ത് ഓടിക്കോ...",JNS,3,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg.9cPNwszb-bo9cPic2TQCME," @anonymous  Stupidity പറയല്ലേ.... Turbo lag എങ്ങനെയാണ് ഹേ ട്രാഫിക്കിൽ നല്ലത് ആകുന്നത്?? കഷ്ടം",Deepa Yohannan,1,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg.9cPNwszb-bo9cPih1Kkgaz," @JNS  എന്ത് തിരിഞ്ഞ് പോയി? ആദ്യം വണ്ടി ഓടിക്കാൻ പഠിച്ചിട്ട് സ്വന്തം പേരിൽ വാ... മറുപടി തരാം....",Deepa Yohannan,0,False,None
Ugy0sJ6aEn3vSZVStc54AaABAg.9cPNwszb-bo9cPvGHvRwi_," @anonymous  താങ്കൾ എന്തോ മൂഢ സ്വർഗത്തിൽ ആണ്.... Turbocharger ഉം super charger ഉം Exhaust ഗ്യാസ് ഉപയോഗിച്ച് തന്നെയാണ് വർക്ക്‌ ചെയുന്നത്..... വിവരക്കേട് പറയുന്നതിന് ഒരു മര്യാദ വേണ്ടേ.... ആഡംബര sports വാഹനങ്ങളിൽ ഉപയോഗിക്കുന്ന Super charger technology ആണോ മാരുതിയും ഹുണ്ടായിയും ഒക്കെ ഉപയോഗിക്കുന്നത്??? ചക്ക എന്ന് പറഞ്ഞാൽ ചുക്ക് എന്ന് പറഞ്ഞോണ്ട് വന്നോളും.",Deepa Yohannan,1,False,None
UgyHwSPdi3NpbBmyOiR4AaABAg.9cPNSo1d0k89cPQPOUNNXz,"മാരുതിക്ക് പഴയ നിർമ്മാണ നിലവാരം ഇല്ല . Waste of money product",Binoy Vishnu,0,False,None
UgwEkzaE7MudgXJAEWF4AaABAg.9cPPLYpg74W9cPQuOYDQ2f,"അപ്പുക്കൂട്ടാ   ഒാടിക്കോ",Love nainas,2,False,None
UgxN6rJ_Ik9MhbH9rp94AaABAg.9cPLT3oJhcH9cPQKfa3qqH,"Nissan Maganite and KIGER രണ്ടും നല്ല വാഹനം ആണ് . ഞാൻ ഉപയോഗിച്ചിട്ടുണ്ട്",Binoy Vishnu,2,False,None
UgxN6rJ_Ik9MhbH9rp94AaABAg.9cPLT3oJhcH9cPWe1gbXg7,"മാഗ്നറ്റ് നല്ല വണ്ടിയാണ്.",santhosh kumar,1,False,None
UgxN6rJ_Ik9MhbH9rp94AaABAg.9cPLT3oJhcH9cQHg55dYCZ,"Magnite ഇന്റിരിയർ മോശമാണ് plastic ക്യാ ളി റ്റി മോശമാണ്",Sunil Kumar,0,False,None
Ugx4uX650lExg7dh1Q54AaABAg,"Awesome  കഴിയുമെങ്കിൽ ഒരു തവണ Turkmenistan യാത്ര ചെയ്യണേ ",Nirmal K,4,False,None
Ugz7hEvBs2ASRDE-TEl4AaABAg,"ഞങ്ങൾ ഗബാലയിലണഞ്ഞപ്പോൾ പ്രകൃതി  കൊടും മഞ്ഞിൻ്റെ വെള്ളപ്പുതപ്പണിഞ്ഞിരുന്നു. മഞ്ഞ് - എങ്ങും മഞ്ഞ് മാത്രം.മഞ്ഞില്ലാത്ത ഗബാലയെ ഓർക്കാനേ വയ്യ.ഗംഭീര വീഡിയോ",sudheera kp,0,True,None
UgyJbAWT4uk77xCLEZx4AaABAg,"അടിപൊളി കുപ്പിയിലെ ഭൂതം ഗ്രീൻടീ പോലിരിക്കുന്നു!",Bijualiyans,0,False,None
Ugx4O9e0hhwTWrMXbsZ4AaABAg,"ബൈജു ചേട്ടാ..ചേട്ടൻ്റെ ബിരിയാണി ചെമ്പ് വൈറൽ ആയല്ലോ..ട്രോൾ മാമന്മർ പൊരിക്കുകയാണ്",Udayakumar Uday,2,False,None
UgzTdFFNWqCIuq0vWgR4AaABAg,"ആഹാ... ഉഗ്രൻ സ്ഥലം..",Riju. E.M.,0,False,None
UgzGzrv2m8XcklxYqqh4AaABAg,"ഇന്നത്തെ ചോദ്യോത്തര  പക്തിക്ക്   100  മാർക്ക്  ...",shamsudheen kms,0,False,None
Ugxu8V3hlK685xTAjYR4AaABAg,"ശബ്ദത്തിൽ എന്തോ മാറ്റമുണ്ടല്ലൊ....ബൈജു ചേട്ടാ ....Voice recording problem ആണോ അതൊ editing ൽ വന്നിട്ടുള്ള mistake ആണോ എന്ന് അറിയില്ല ...",Vimod P Viswam,0,False,None
UgyJw5zWQHxN-HZ2-et4AaABAg.9cMoDiPheYn9cMxti7QQ_V,"ഒരാളെവിടെ എന്ന് ചോദിച്ചപ്പോ രണ്ടുപേരും രണ്ടിടത്തേക്ക് കൈചൂണ്ടിയത് കോമഡി ആയി ",as-kwt,0,False,None
Ugxii4lvjjBHOng68iZ4AaABAg,"ഹൈബോഫാബിയ ( ഉയരിത്തിൽ കയറിയാൽ ഉള്ള പേടി ) ഉണ്ടായോ",Riju. E.M.,0,False,None
UgwOlJfuh5RptzmHeC94AaABAg,"കേരളത്തിൽ അഴിമതി മുഖ്യം",binu varghese,0,False,None
UgywyAMF5KPok0bcYrd4AaABAg," ആ ദമ്പതികൾക്ക് ഇരിയ്ക്കട്ടെ ഈ പ്രണാമം.മതത്തിനു വേണ്ടിയും പാർട്ടിയ്ക്കു വേണ്ടിയും ഒടുവിൽ രാജ്യത്തിനു വേണ്ടിയുമുള്ള ത്യാഗങ്ങളെ ഒന്നാലോചിച്ചാൽ വിഡ്ഢിത്തം ആയിത്തോന്നും.",Sivanand K.C.,1,False,None
UgwMz_M2V5j5FbfjC-B4AaABAg,"എത്ര സുന്ദരമാണ് അസർബൈജാൻ ",SKY MEDIA Tv,4,False,None
UgyklqsgTNxgoaMlk814AaABAg,"അതീവ ഹൃദ്യമായ ട്രാവൽ വ്ലോഗ്. ഡിയർ ബൈജു നായർ താങ്കളുടെ ഓട്ടോമൊബൈൽ ടെസ്റ്റ്‌ ഡ്രൈവ് വീഡിയോകളെക്കാൾ ട്രാവൽ വ്ലോഗ്സ് മികച്ചു നിൽക്കുന്നു. തുടർന്നും കാത്തിരിക്കുന്നു.",pn nair,5,True,None
UgzNy5Ha0VJRkuk-2cR4AaABAg,"ബൈജു എന് കുട്ടൻ മാരാർ'' .",Mohamed Shabeer K T,2,False,None
Ugysf83LJhLFyJLFJ4Z4AaABAg,"മഡ് വൊൾക്കാനോ നമ്മുടെ ആൻഡമാൻ ദ്വീപുകളിൽ ഒന്നിലുണ്ട് എന്ന് കേട്ടിട്ടുണ്ട്.",Sooraj Nhaloor,1,False,None
Ugz2yuXgxJlpAEKun9l4AaABAg,"ലളിതമായ അവതരണം കാരണം നിങ്ങടെ വീഡിയോ വച്ചാൽ മാറ്റാൻ തോന്നൂല്ല",praveenz vlog,2,False,None
UgyhcET43xsfsYOW3ll4AaABAg,"ഹൃദ്യമായ ആവിഷ്കരണം ആണ് സാറെ ബൈജു ചേട്ടന്റെ മെയിൻ..... ",typsy wolf,0,False,None
Ugwqh9MXpPqoVgxB7SB4AaABAg,"ഡയറക്ടർ താഹയുമായുള്ള ഒരു ഇന്റർവ്യൂ പ്രതീക്ഷിക്കുന്നു....... താമസിയാതെ",Shameer T,1,False,None
Ugy95UoZxxcsEJ97uZt4AaABAg,"ബൈജു ഏട്ട സൂപ്പർ : നമ്മൾ അവിടെ ഗബാല യില് വെച്ച് കണ്ടത് ഓർക്കുന്നു എന്ന് കരുതുന്നു: മഹീന്ദ്ര യിലെ നൂറുദ്ദീൻ കൂടെ ഉണ്ടായിരുന്നു:",dr.shanib c,0,True,None
Ugyqzkg-uasHVdUGF6h4AaABAg,"ഹായ് ബൈജേട്ടാ ️",ROAN VLOGS,0,False,None
Ugy_JPNuZD2CYR01Lcd4AaABAg,"വീഡിയോ കണ്ട എല്ലാവർക്കും നൻഡ്രി........  ",Rohit,0,False,None
UgwkHBqoI9IS8hnropB4AaABAg,"എങ്ങനെയുണ്ട് ലാഡ കാർ ഓടിക്കാൻ???",Riju. E.M.,0,False,None
UgxQjUo2jEIc2H8gXi14AaABAg,"ബിരിയാണി ചെമ്പ് വെക്കാനുള്ള സ്ഥലമില്ല - അപ്പുക്കുട്ടൻ എന്തിനാ ചിരിക്കൂന്നേ ",Jaffer Ibrahim,483,False,None
UgwAsmTko1RCx0hnRhV4AaABAg,"ബിരിയാണി ചെമ്പും കറുപ്പും പൊളിച്ചു ",Jolly Joseph,247,False,None
UgwVaAPTP7GQ_kFB3E54AaABAg,"മുന്നിൽ ബിരിയാണി ചെമ്പ് അല്ല എന്ന് ബോദ്ധ്വമാവാൻ അൽപം സമയം എടുത്തൂട്ടോ ഫിൻഫിക്ക്  വിജയ ആശംസകൾ.",al bastha Trading,16,False,None
Ugxm5w00ixSqtfqD5hN4AaABAg,"ചൈന ഇല്ലാ എന്ന് കേൾക്കാൻ വളരെ സന്തോഷം.......",MRC Trading,68,False,None
UgwjkNE5c0103WOw0uV4AaABAg,"Ape ഓട്ടോ പോലെ ഉണ്ടല്ലോ പൊളി ",Nih al,44,False,None
UgzPmJ61ej_DrHPtChV4AaABAg,"വളരെ സന്തോഷം പഴയ വാഹനങ്ങൾ ഇങ്ങനെയൊക്കെ പണിയുന്ന സ്ഥാപനങ്ങൾ ഉണ്ടെന്ന് അറിഞ്ഞതിൽ. ",renji91,65,False,None
UgwCsICI8kSbITOJtSx4AaABAg,"യഥാർത്ഥ വണ്ടിഭ്രാന്തൻ  ",Abeesh Target,107,False,None
Ugwqyi8dGMz1uUv1aQ14AaABAg,"ബൈജു ചേട്ടനെ മറ്റുള്ള auto journalist കളിൽ നിന്ന് വിത്യസ്തനാക്കുന്നത് ഈ നർമം കലർന്ന അവതരണം തന്നെയാണ്.... ",Ashikh muthu,95,False,None
UgzexdNDVJjH5ozVNhJ4AaABAg,"ഒരു കാലത്തെ എന്റെ സ്വപ്നവാഹനം ... ചാക്കോച്ചൻ നിറത്തിൽ കൊണ്ട് നടക്കുന്നത് കണ്ടപ്പോൾ ആഗ്രഹം കുടി ",Abhijith Raj,127,False,None
UgyEyibqj2bF2pwmocF4AaABAg,"വണ്ടികൾ ഒരു പാട് ഇറങ്ങിയെങ്കിലും ഇന്നും കിടുക്കാച്ചി മുതൽ തന്നെ ആണ് CBZ ",saNush pk,15,False,None
Ugwq9iaqEINIgZI6rnN4AaABAg,"ഷൈജു ചേട്ടൻ ആയി അടുത്ത ഭാഗം കാണാൻ വെയ്റ്റിംഗ് ആയിരുന്നു ",sanal🥰❤,23,False,None
Ugxy6ruwu41lmzrODlx4AaABAg,"ISL മലയാളം കാണാൻ ഒരൊറ്റ കാരണം...ഷൈജു ദാമോദരൻ",Hakeem 03,134,False,None
UgxshetOdVOYIAMr_ah4AaABAg,"ബൈജു സാർ രാത്രികാലങ്ങളിൽ വാഹനം ഓടിക്കാറുണ്ടോ അതി ഗംഭീര . head light പ്രകാശം കാഴ്ച drive ചെയ്യാൻ ബുദ്ധിമുട്ട് ഉണ്ട് എന്നത് കൊണ്ട് അധികാരികളെയും / വാഹന വകുപ്പ് മന്ത്രിയെയും വാഹന കമ്പനിക്കാരെയും അറിയിക്കാൻ സന്മസ് ഉണ്ടാകണം",Raja Mani,7,True,None
Ugzf9r2ekaLtco7rm2h4AaABAg,"നമസ്കാരം ബൈജു  ചേട്ടാ   ശോ  പറ്റിച്ചല്ലോ  അപ്പുക്കുട്ടാ മുന്നോട്ട് വാ എന്ന് വിളിച്ചപ്പോൾ  ഞാൻ  ഓർത്തു അപ്പുകുട്ടൻ ഇന്ന് ക്യാമറക്‌  മുന്നിൽ വരും  എന്ന്    ",Prem Retheesh,19,False,None
UgyGYEfwXwHnWn6gI_94AaABAg,"സൂപ്പർ... റെഡ് & ബ്ലാക്ക് മാരക കോമ്പിനേഷൻ കൂടാതെ ഡീക്രോം ചെയ്തത് നന്നായിട്ടുണ്ട്. മിക്കവരുടെയും ഇഷ്ടം ഡീക്രോം തന്നെ ആണ് വളരെ ചുരുക്കം ആളുകൾക്ക് മാത്രമേ ക്രോമിനോട് പ്രിയം ഉളളൂ ",ditty rajan,30,False,None
UgypdAkrrgSoeo4DADN4AaABAg,"സംഭവം പൊളിച്ചു ️️",Noel V Abraham,3,False,None
UgyKFrxjTWh0IeA79CB4AaABAg,"2 വർഷം waiting period കൊള്ളാം ആ സമയം കൊണ്ട് എത്രയോ പുതിയ മോഡൽ വരും ",prince,82,False,None
Ugw2cLuzHxB7bcrGuLJ4AaABAg,"ഇന്ത്യൻ പ്രോഡക്റ്റ്.... അഭിമാനിക്കുന്നു..... TaTa ക്ക്.... ആശംസകൾ ",vinod kumar sudhakar,23,False,None
UgyFtOzcKceFyj97ABV4AaABAg,"Amazing ശ്രീ സന്തോഷ്‌ ജോർജ് കുളങ്ങരയുടെ സഞ്ചാരത്തിലും ഒരു സഞ്ചരിയുടെ ഡയറികുറിപ്പുകളിലും ഈ സ്ഥലം കണ്ടിട്ടുണ്ട് ",ratheesh vasudevan,1,False,None
UgwigDA_kHNabYc_LEV4AaABAg,"Sat ആയി എന്ന് q&a കണ്ടപ്പോഴാണ് ഓർമ വന്നത് ",CARBON HOOD - Auto Enthusiasts,64,False,None
UgyeX9-pnDytee6wYJF4AaABAg,"XL6 കാണാൻ വന്നവർക് കപ്പഡോക്കി കൊടുത്ത് ബിജു ചേട്ടൻ മാതൃക ആയി ",ബാറ്റ്മാൻ ഗോതമ്പ്,32,False,None
UgxY8DgkbErC3xcnSdR4AaABAg,"ബൈജു ചേട്ടാ നമസ്കാരം ",sanal🥰❤,5,False,None
Ugw-_IHtPeWTcGA4y0R4AaABAg,"പോളോ പോയതോടു കൂടി ഇനി ടൈഗൂൺ ആണ് എന്റെ സ്വപ്നം ",KK STORE HANDPOST,29,False,None
UgxuFpagYbpqyjZ0UF54AaABAg,"ബൈജു സാറിൽ നിന്ന് കൂടുതൽ ഇലക്ട്രിക് വാഹനങ്ങളുടെ റിവ്യൂ പ്രതീക്ഷിക്കുന്നു..",Voice Forum Kerala,4,False,None
UgwUM5AlYxSNDY9j32t4AaABAg,"അടിപൊളി കാഴ്ചകൾ ",Linson Mathews,2,False,None
UgyuF615H5JkxU-AI9B4AaABAg,"ബാങ്കിൽ ഒരു മൂന്നര cr-ഉം സ്വന്തമായി ഒരു പെട്രോൾ പമ്പും പിന്നെ ഓരോ periodic സർവീസ് maintenance- നും ഒരു പുതിയ swift വാങ്ങുന്ന പൈസ മുടക്കാൻ capacity- യുള്ള ആളുകൾക്ക് ഉറുസ് സ്വന്തമാക്കാം.",Jabez,258,False,None
UgwVxAb3JDnPvb04QEt4AaABAg,"ഒരു രാജ്യത്തെ കുറിച്ച് വ്യക്തമായി പഠിച്ച ഒരാളുടെ കൂടെ യാത്രചെയ്യുകയെന്നത് നല്ല ഒരനുഭവമായിരിക്കും.... ",sᷤiͥgᷚnᷡ pᷮaⷶlᷝlᷝaⷶrͬ,10,False,None
UgxrRCBpmzyDjB20FXl4AaABAg,"നല്ല വണ്ടിയാണ് ലോങ്ങ്‌ പോകാൻ സൂപ്പർ ac ഇല്ലാതെ വണ്ടിയിൽ കമ്പനി തന്നെ ഫിറ്റ്‌ ചെയ്തു ഫാൻ കൂടി ഉണ്ടായിരുന്നേൽ നല്ലത്",binu vc,8,False,None
UgwrrzNpOkpFqKll79Z4AaABAg,"Mahindra maximo മൂന്നു വർഷം ഓടിച്ചിട്ടുണ്ട് വളരെ നല്ല വണ്ടി ആണ്‌ എനിക്ക് തോന്നിയ മെയിൻ problem ഡീസൽ പൈപ്പ് പൊട്ടുന്നതാണ് പുതിയ വാഹനത്തിൽ അങ്ങനെയുള്ള പ്രശ്നം പരിഹരിക്കാൻ മഹിന്ദ്ര ശ്രെമിക്കണം",Robin. 🪡,32,False,None
UgxFGLnIxZ_EdzL1b-B4AaABAg,"സ്നേഹ സമ്പന്നരായി ആരോഗ്യ ദൃഢഗാത്രരായി  പോരാത്തതിന് പണക്കാരായി തിരിച്ചെത്തിയ ബൈജു സംഘത്തിന് അഭിനന്ദനങ്ങൾ.",vasu devan,8,False,None
UgzaAKLTEa-ZmQWwBzN4AaABAg,"ലെ subcribers - ബൈജു ചേട്ടൻ ഈ ടൈപ്പ് എടുക്കാത്തത് ആണല്ലോബൈജു ചേട്ടൻ - ആചാരവെടിക്ക് ഇതാണ് ബെസ്റ്റ് ",ABHIJITH PRASANNAN,95,False,None
Ugw6JnHwVmsiM63jbtJ4AaABAg,"ബൈജു ചേട്ടാ ",sanal🥰❤,15,False,None
UgyJs6MUomsBS2sWLBN4AaABAg,"ഇപ്പോൾ ആണ് ടൊയോട്ട ഗ്ലാൻസ ശെരിക്കും ആയത്  പെട്ടൊന്ന് കണ്ടാൽ ഒരു കാമെറി വണ്ടിയുടെ ലുക്ക് അത് അത് കലക്കി...I love Toyota ",San Benedetto,39,False,None
UgylNrcbZKJlbiU4PwF4AaABAg,"ഇന്ത്യക്കാർക്ക് ഒരിക്കലും നല്ല വണ്ടികൾ ഓടിക്കാൻ യോഗമില്ല. ടോയോടയ്ക്കൊക്കെ പുറത്തു എത്ര നല്ല മോഡൽസ് ഉണ്ട്. ഇവിടുത്തെ ഒടുക്കത്തെ ടാക്സും പെട്രോൾ വിലയും കാരണം എന്തേലും പാട്ട വെച്ചുകെട്ടി കുറെ ക്രോമിയുവും ഒരു led tv യും വച്ചിറക്കിയാൽ  നമ്മൾ ഹാപ്പി.",Midhun Baby,212,False,None
Ugya_YQWxwdeDNcIF794AaABAg,"നമ്മുടെ ഇന്ത്യ കാരുടെ അഭിമാനം ആണ് TATA MOTORS ",new technology,312,False,None
UgyoK0Ou-rwgkOXcm-x4AaABAg,"ബൈജു ഏട്ടാ ഓരോ വണ്ടികളുടേം കാര്യങ്ങൾ പറയുമ്പോ അവ dispalyil കാണിക്കുന്ന രീതിയിൽ വരുക ആണേൽ വാഹനത്തെ പറ്റി അറിയാൻ ആഗ്രഹിക്കുന്നവർക്ക് നല്ല ഉപകാരം ആവും (talking cars ) ഒക്കെ പോലെ.... ",David warner 31AMAL SHAJI,135,False,None
UgycqPxZmwEiW5NHkFt4AaABAg,"ഇദ്ദേഹത്തിൻ്റെ സംസാരവും ശൈലിയുമൊക്കെ കാണുമ്പോൾ ഇന്ദ്രൻസ് ചേട്ടനെ ആണ് ഓർമ്മ വരുന്നത് .. ജീവിതത്തിൽ ഒട്ടും അഹങ്കാരമില്ലാത്ത രണ്ട് വ്യക്തികൾ...",Swaminathan,99,False,None
UgylPY854smzybrEk8N4AaABAg,"അപ്പച്ചൻ സാറിന്റെ ഇന്റർവ്യൂ എല്ലാം നല്ല രസമാണ് കണ്ടോണ്ട് ഇരിക്കാൻ ",Linson Mathews,182,False,None
