cid,text,author,votes,heart,paid
UgxNoXVmd7iy9qgGScR4AaABAg.9cFgfN9c8ry9cFmi7KASpO,"ഈ വീഡിയോ ഇടണോ എന്ന് ചോദിക്കുന്നതിനു മുമ്പ്  വീഡിയോ എടുത്തു കഴിഞ്ഞിരുന്നു. ",tom,16,False,None
UgxNoXVmd7iy9qgGScR4AaABAg.9cFgfN9c8ry9cFzkx5GnGY,"സത്യം",PARAVA KOOTTAM പറവ കൂട്ടം,1,False,None
UgxNoXVmd7iy9qgGScR4AaABAg.9cFgfN9c8ry9cG6jFEX3R9,"ശരിയാ..... പെട്ടെന്ന് ഇടും എന്ന് ഓർത്തില്ല  ",Ks Pranav,1,False,None
UgxNoXVmd7iy9qgGScR4AaABAg.9cFgfN9c8ry9cI_HOz-4fg,"പുള്ളി എല്ലാം സെറ്റ് ചെയ്തു വച്ചിട്ടാ ചോദിച്ചേ ",Shahaz,1,False,None
UgyXkFSBgKG6oC7C0PR4AaABAg.9cFhOrS6-I29cFnuybGoNP,"ആയിക്കോട്ടെ",Akash,3,False,None
UgwaYC3DOhrpNomSZDx4AaABAg.9cFgoHu4e6j9cGCoDxOeOg,"സൂപ്പർ",Aneeshmol Aneeshmol,0,False,None
UgxskaT1b5fpkqFbrVl4AaABAg,"വീഡിയോ ഇത്ര  പെട്ടന്ന് വരും എന്ന് പ്രേധീക്ഷിച്ചില്ല ",Sainul abid Pp,8,False,None
UgzHwTdwTYpGDWX4GqB4AaABAg,"മച്ചാനെ അടിപൊളി. നാട്ടിലൊരു ഇതുപോലൊരു കുളം ഉണ്ടാകണം ",Malayali in Vizag,0,False,None
Ugxky7O30j-igHPPRqt4AaABAg,"കട്ട Waiting അർന്നു ",Ajay,16,False,None
UgzzsCYAmSN_QB-ZlSR4AaABAg,"അത് angel fishന്റെ eggs തന്നെയാണെന്ന് ഉറപ്പാണോ?Snailsന്റെ മുട്ടകളും ഇതുപോലെ തന്നെയാ കാണാൻ!",Mohammed Shifin Ummathoor,11,False,None
Ugz5oYqhNP2uiTBr3RR4AaABAg,"സെബിച്ചായൻ മുത്താണ്...ഈ വീഡിയോ ഇത്ര പെട്ടെന്ന് കാണാം എന്ന് കരുതിയില്ല...ലവ് യൂ ",Krishna appu,1,False,None
UgxU0rbFjyStxJsf_IJ4AaABAg,"മച്ചാൻ വളരെ സന്തോഷം ",മഴ തൂവൽ 🙏🙏mazhathuval,0,False,None
UgwcySEdlOAcB3plpIF4AaABAg,"ചോദിച്ച സാദനം കിട്ടി tanks bro ",duukki''s vlog,0,False,None
UgyiqXcD4Sh42cgJLZB4AaABAg,"അടിപൊളി മീനുകൾ നല്ല വലുതായല്ലോ",bsv rockzz,4,False,None
UgwHbLJN1FIm3eGwDeh4AaABAg,"ഇത്ര പെട്ടന്ന് വരുമെന്ന് വിചാരിച്ചില്ല . സബ്സ്ക്രൈബ്ർസ് പറയുന്നത് അത് പോലത്തന്നെ ചെയ്യുന്ന സെബിച്ചൻ ",Abhinav das,32,False,None
UgytyOQuze6kJ6JzHph4AaABAg,"ബ്രോ ടെ വീഡിയോ ഓക്കേ മനസിനെ റിഫ്രഷ് ചെയുന്ന വീഡിയോകളാണ് ",SANGEETH,0,False,None
Ugy_HPiusEenY0Ztg8R4AaABAg,"കുളത്തിൽ മീനുകൾ കുറവുള്ള തുപോലെ ",Captain jack Sparrow,1,False,None
UgyWDIN2nHieggMJbZJ4AaABAg,"ഇത്രയും പെട്ടെന്ന് ഈ വീഡിയോ അപ്‌ലോഡ് ചെയ്തതിനു thanks ",Sharon Pj,0,False,None
UgxniJkk6hKeBE2ay-94AaABAg,"കുറെ മീനുകൾ ചത്തു പോയെന്നു തോന്നുന്നു..... ഒരുപാട് മീനെ കൊണ്ടു ഇട്ടതല്ലേ.... അത്രയും ഇപ്പൊ ഇല്ലന്ന് തോന്നുന്നു",Alameen A M,10,False,None
UgzpqK-QRzPDH0Y8FV54AaABAg,"വാക്ക് പാലിച്ചു ഇങ്ങനെയാണ് ആണെന്ന് ",Muhammed irfankk Kk,7,False,None
Ugwo_a5MLd7Ukr_UPpd4AaABAg,"അപ്പനും അമ്മയും പൊളിച്ചു ",Mummy''s Village Food N Travel,0,False,None
UgzYK16ynEsuv12oOWh4AaABAg,"എന്റെ കുളത്തിൽ ഇങ്ങനെത്തെ മുട്ട ഉണ്ട് എന്നാ ഇത്രയും ദിവസം വിജാരിച്ചെ അത് ഞവരിക്കയുടെ ആണെന്നാ....  അപ്പോ എന്റെ angel fish  മുട്ട ഇട്ട്",Gaming with Aashan,0,False,None
UgzTpJd9eY5CBt-w6tJ4AaABAg,"ഇത്ര പെട്ടെന്ന് കുളം വറ്റിച്ചോ.. സെബിച്ചൻ poli",Shibin Basheer,0,False,None
Ugz2F1Av03Fxmsjtemd4AaABAg,"കിളിക്കൂട് മീൻകുളം എല്ലാം നല്ല രസമാണ്",AK Life Story,2,False,None
Ugz0ZdtO80gnmcgvesB4AaABAg,"ഏറുമാടം മറക്കല്ലേ ",Kashinath. D,0,False,None
UgzvvbGN4iaNMddt7Fx4AaABAg,"കൊള്ളാം പരിപാടി",MEMORIES TRAVEL VLOG BY DEEPU,0,False,None
UgzuiKjjLqKnK8IR_sJ4AaABAg,"ചെറുപ്പത്തിൽ ഇങ്ങനെ മീൻ പിടിച്ചിട്ടുള്ളവർ ഒന്ന് ലൈക് അതൊക്കെ ഒരു കാലം ",rinil manu,2,False,None
UgzjQLIySwqfhjzwyZ14AaABAg,"Electric ഷോട്ട് വന്നാൽ മീനുകൾക്ക് പ്രശ്നം ആകില്ലേ ️️",Short and TECH,0,False,None
UgwXCnLKs0rtKUEKt5x4AaABAg,"എന്നെ പോല്ലേ ഏതൊക്കെ മിനുകൾ കുളത്തിൽ ഉണ്ടന്ന് നോക്കാൻ വന്നവർ   നിലം മുകിക്കോ ",R_IF_VA_N,20,False,None
UgxSZU861EW5gu9aewF4AaABAg,"Adipoli video aayirunnu സാരമില്ല കുറച്ച് മീനെങ്കിലും കാണാൻ സാധിച്ചു സൂപ്പർ ചാട്ടം ആയിരുന്നു വലിയ മീൻ  സെബിൻ പേടിച്ചു പോയി കാണും  സിജിയെയും കുഞ്ഞിനെയും കാണാൻ കാത്തിരിക്കുന്നു ",Misiriya,1,False,None
UgwvTP0ylFcjQeHA_WN4AaABAg,"സബ്സ്ക്രൈബെസ് ഒരു കാര്യം പറഞ്ഞാൽ പറ്റുന്നത് ആണേൽ സെബിച്ചൻ അത് നടത്തി കൊടുത്തിരിക്കും ",Chandhu Gokul,5,False,None
UgzvUUQAJ4n1LqweOIJ4AaABAg,"സബ്സ്ക്രൈബർ പറഞ്ഞതെല്ലാം കേൾക്കുന്ന നിങ്ങൾ പൊളി തന്നെ  ",Pet kit Malappuram,1,False,None
UgzD_H4Tk1YYMSiN_mF4AaABAg,"ബ്രോ ഫസ്റ്റ് തന്നെ ബ്രോയുടെ നെഞ്ചിൽ വന്ന് അടിച്ച മിന് എന്നാ പവർ അന്നെ പൊളിച്ചു ബ്രോ ഏത് അത് ",Abin Kurian,0,False,None
UgxRfIvSZ6GuEEiRuld4AaABAg,"ഇ വീഡിയോ കണ്ട് ഇഷ്ട്ടപെട്ടു . രണ്ടാമത് Full സ്‌ക്രീനിൽ 1080p ഇട്ട് കണ്ടു ",The Truth,0,False,None
UgyR8ZUbncbMO9tCL_F4AaABAg,"മുണ്ട് ഇട്ട് കുളത്തിൽ ഇറങ്ങിയ അപ്പാപ്പൻ ആണ് ഇന്നത്തെ hero",Aslam....,1,False,None
UgxH13437xUn2wPo2NB4AaABAg,"സെബിൻ ചേട്ടൻ പുലിയാണ് ",Assainar Mp,0,False,None
UgxhPcCob2icxSm1Uit4AaABAg,"കാത്തിരിപ്പിന് വിരാമം കൊള്ളിച്ചു കൊണ്ട് അവൻ വരുകയാണ്(മിനും) സുഹൃത്തുക്കളെ ",R_IF_VA_N,4,False,None
UgxzU2e9lj0mkY1zHfF4AaABAg,"ചേച്ചിക്കും വാവക്കും ഒരു സർപ്രയ്സ്സ് കൊടുക്കുന്നില്ലേ",Arjun Krishna,3,False,None
UgzihU4fQVXyKc3Z_JR4AaABAg,"കിളി കൂടിനു മുകളിലായി  സേലാറ് വെകകുനനത് നല്ല താണ്",siddeeqe,0,False,None
UgxsYvx8ceFd26YMdLB4AaABAg,"നമ്മുടെ ലക്ഷദ്വീപ് ഫിഷിങ് വീഡിയോസ്  ",Fishing Freaks,18,False,None
UgzElOMKceT7Tmw-uNJ4AaABAg,"കുളം വറ്റിച്ചു മീനുകളെ കാണാൻ ആഗ്രഹമുണ്ട്",വീട്ടുവിശേഷങ്ങൾ,4.2K,False,None
UgwwtVYPQpt4-wfXVvx4AaABAg,"പട്ടിക്കുട്ടന്മാരുടെ കൂടുതൽ videos വരട്ടെ  കൂട് തണൽ ഉള്ള സ്ഥലത്തു വെച്ചാൽ നല്ലതാണ്",Laze Media,631,True,None
Ugx1RJCctBFOfb8fKhJ4AaABAg,"ഞാൻ ഇന്ന് രാവിലെ ചേട്ടനെ കണ്ടായിരുന്നു  minicooperill pokunnathu ",REBEL!HCR YT,2.9K,True,None
UgxC0yirW5oZz8HdrTJ4AaABAg,"നിങ്ങളുടെ വീഡിയോക്ക് വേണ്ടി ഞാൻ കട്ട waiting ആയിരുന്നു ",m4 tech fans,2.4K,True,None
UgxSW53mUdh6OWPEezx4AaABAg,"സിജി ചേച്ചിയുടെ ചിരി ...",അജീഷ് ആറ്റിങ്ങൽ,194,False,None
UgyH40P2ciDYrvnFBY94AaABAg,"മാന്യമായ അവതരണം നല്ല രസമാണ് ചേട്ടന്റെ വീഡിയോ കാണാൻ ",Nandhu Prabhakar,344,False,None
UgwrBnu2UPR4Ya_rOaN4AaABAg,"കുളവും മീനും കിളികളേം ഒക്കെ കാണാൻ സന്തോഷം ആണ് എപ്പഴും എല്ലാവരും വലുതായി തുടങ്ങി",KITCHEN LIFE,199,False,None
UgzI2Jx1W3OwWAZXgyd4AaABAg,"Sebichante ഒരു വീഡിയോപോലും മിസ്സ്‌ ആകാതെ കാണുന്ന ഞാൻ...!!",AMEEN VLOG,23,False,None
Ugyv5-PBu5Q1px2vXKV4AaABAg,"ലക്ഷകണക്കിന്"" മീനുകൾ ഉള്ള തോട്ടിൽ ചൂണ്ട ഇട്ടപ്പോൾ!!! Snakehead fishing and cooking ",Fishing Freaks,467,False,None
UgxCTc3akPa7z2WpVx14AaABAg,"എല്ലാത്തിനും കട്ടയ്ക്ക് ഒപ്പം നിൽക്കുന്ന വീണയാണ് അടിപൊളി.അഞ്ജു പിറന്നാൾ ആശംസകൾ",Nisha kalesh,135,False,None
UgzOL7pV-rBUUqwqmwd4AaABAg,"നമ്മുടെ നോർത്ത് ഈസ്റ്റ് episodes കാണാത്തവർക്ക് വേണ്ടി   ",Fishing Freaks,402,False,None
UgztF9Sg4AuyIzp1nQZ4AaABAg,"എല്ലാ മച്ചാമാർക്കും eid mubarak",Tech of Kerala,1.1K,True,None
UgyCZadYh8TL5GnOnBp4AaABAg,"ഇതൊക്കെ കാണുമ്പോൾ ഉണ്ടാവുന്ന ആ സന്തോഷം അത് വേറെ തന്നെയാണ് ",THE BEAST BRO,562,True,None
UgxmtHmWtSzIOqhyEA54AaABAg,"നമ്മുടെ നോർത്ത് ഈസ്റ്റ് episodes കാണാത്തവർക്ക് വേണ്ടി   ",Fishing Freaks,68,False,None
UgzKXjbnEEaqKUtfaCN4AaABAg,"ജിയോ മച്ചാൻ അഭിമാനം ",Abhishek Pb,1.4K,False,None
Ugy6SoQmCO_nXeD-1Hh4AaABAg,"നമ്മുടെ നോർത്ത് ഈസ്റ്റ് episodes കാണാത്തവർക്ക് വേണ്ടി   ",Fishing Freaks,98,False,None
UgxMEABaeHqgojBnkqR4AaABAg,"എല്ലാ ഷോട്ടിലും തിന്നുകൊണ്ടിരിക്കുന്ന വീണ ആണ് hero ",muhammed sahad,2.3K,False,None
UgyVyVvMY8IJljDhxC94AaABAg,"നമ്മുടെ നോർത്ത് ഈസ്റ്റ് episodes കാണാത്തവർക്ക് വേണ്ടി   ",Fishing Freaks,314,False,None
UgwQxcr0g8tR6k858hd4AaABAg,"മാർക്കറ്റിൽ മീൻ വാങ്ങാൻ പോവുന്ന പോലെയ സെബിച്ചൻ ഇപ്പൊ UK il പോവുന്നെ  നിക്കുന്ന നിൽപ്പിൽ പുള്ളി UK എത്തി ",Sharon,899,False,None
Ugwz-Euk-HKk68-yTVR4AaABAg,"Sebin chettate video illatha divasam കാത്തിരിക്കുവായിരുന്നു. Sad ആക്കി കളഞ്ഞു ഇനി ഞായറാഴ്ച വരെ വെയിറ്റ് ചെയ്തുകൊള്ളാം ",ᵐʳ_ᴜɴɪqᴜᴇ_ʙᴏy_390,59,True,None
Ugx_bq2cl-IabfPYXMV4AaABAg,"നമ്മുടെ നോർത്ത് ഈസ്റ്റ് episodes കാണാത്തവർക്ക് വേണ്ടി   ",Fishing Freaks,248,False,None
Ugynba4pbmKL4w5nF-x4AaABAg,"അവരുടെ Wedding Anniversary എല്ലാവരും കൂടി Colourful ആക്കി അവർക്ക് ഇതിലും വലിയ സന്തോഷം ആ ദിവസത്തിൽ കിട്ടാനില്ല ",Shafi U Cholakkal,111,True,None
UgxXRJ43iHHSINqdRzN4AaABAg,"ബോട്ടിൽ കേറണം എന്ന് മമ്മി ആഗ്രഹിച്ചതേയുള്ളു അപ്പോഴേക്കും മകൻ ബോട്ട് വാഗിFishing freaks family ishtam",Naveen gireesh°,696,True,None
UgzWQFQ-hViseGFWouF4AaABAg,"കാൽ ഒടിങ്ങ പക്ഷിയെ വാങ്ങാൻ കാണിച്ച Sebichante മനസ്സിന് BIG Salute",Dr. Robin Radhakrishnan,211,False,None
UgzRrgWy74WFi5c62rx4AaABAg,"വയ്യാത്ത കിളിയെ വാങ്ങിയതിൽ സന്തോഷം ",Time to Die Dear,795,False,None
UgwO6QgA1_jGO3QRoz94AaABAg,"അന്നും ഇന്നും തൊമ്മനൊള്ള power അതൊന്നു വേറെ തന്നെയാ... ",•MÎDHŪÑ••°›,20,False,None
UgwSCjuM5N_N7mvpUFR4AaABAg,"ആ കുട്ടികളുടെ സന്തോഷം ആണ് നിങ്ങളുടെ യാത്രയുടെ വിജയം... ",Aswin A R,1.1K,True,None
Ugyolun4ZzCI-JFSTal4AaABAg,"Alligator നെ വേറെ ടാങ്കിൽ ഇടാം  ആ ടാങ്കിൽ arapaima മാത്രം മതി  arapaima വലുതായി വരുകയല്ലേ.",AMJAD,1.2K,True,None
UgwXg0Hzl9kDz8HcYfp4AaABAg,"പൂച്ച കുട്ടി cute ആണ് ",PET LOKAM,1.9K,False,None
UgyH-KMa9d3dojZOdDB4AaABAg,"ഒരു കുട്ടിക്ക് എങ്കിലും ഈ വീഡിയോ കൊണ്ട് ഒരു ഉപകാരം ഉണ്ടാകട്ടെ എന്ന് പ്രാർത്ഥിക്കുന്നു ",Chandhu Gokul,36,False,None
UgzQSN5Ut9Mo3NskFBR4AaABAg,"വീഡിയോയുടെ അവസാനത്തെ വാക്കുകൾ അത് എനിക്ക് ഇഷ്ടപ്പെട്ടു ",TECH JUNIORS,438,False,None
UgxDlmjZ0Wpqxs9sXQd4AaABAg,"വെള്ളത്തിൽ ഇറങ്ങുന്നേ മുൻപേ ആഴം ഇല്ല എന്ന് അവരോട് ചോദിച്ചു ഉറപ്പു വരുത്തിയ ശേഷം മാത്രം ആണ് ഇറങ്ങിയേ First episode:-ഞങ്ങൾ പോയിട്ട് വരാം.. കേട്ടോ..| Our Trip To Arunachal Day-1 Completed… ",Fishing Freaks,845,False,None
UgxPXn7smSk-vSSmSQJ4AaABAg,"വീട്ടിൽ നിന്ന് ഇറങ്ങിയപ്പോൾ le sebin chettan  വെള്ളത്തിൽ ഇറങ്ങില്ല വണ്ടി സ്പീഡിൽ ഓടിക്കില്ല. നല്ല അനുസരണ ",Amal nasim Pp,1.2K,False,None
UgxOSQcvXzG5Mb4hWLZ4AaABAg,"ആദ്യത്തെ എപ്പിസോഡ് തന്നെ പൊളിച്ചടുക്കി... അടുത്ത പാർട്ടിൻ വേണ്ടി വെയ്റ്റിംഗ് ആയിരിക്കും ഫുൾ Support",THE BEAST BRO,270,False,None
Ugxn5uXfKUxhtMPPOkd4AaABAg,"യാത്രക്ക് ഒരായിരം ആശംസകൾ",Muhammad sinan p Sinu,69,False,None
UgwKSIFdBfY7Xvm4x8F4AaABAg,"സെബിച്ചൻ ഈ കടയുടെ ഐശ്വര്യം......എന്ന് മനാഫ് ചേട്ടൻ",ToonZ 2D,1.8K,False,None
UgwIiUwcy0Xj-v5ri9V4AaABAg,"പപ്പയ്ക് ഇഷ്ടം ഉള്ള കിളികളെ മേടിച്ചു കൊടുക്കുക ",Sariga Shibu,2.6K,False,None
UgwqyukQhGTPfK-FstJ4AaABAg,"കരളു പങ്കിടാൻ വയ്യ എന്റെ പ്രണയമേ പകുതിയും കൊണ്ടുപോയി  ee MACHAN  ....!!!!",മിന്നൽ HK🅥,9,False,None
Ugwl_P7ZyQK7IZibst94AaABAg,"പേര് അലി (Alligator) അല്ലേൽ മുത്തു (മുതല) ",Nomadcap,590,False,None
UgzPYz7vJxC0gY-RDb94AaABAg,"ഞങ്ങൾക്കുവേണ്ടി ഇത്രയും ഒരു അടിപൊളി വീഡിയോ കാണിച്ചു തന്ന ചേട്ടൻ ഇരിക്കട്ടെ ഒരു ബിഗ് സല്യൂട്ട് ",Ashkar techy fans 😍😍,406,False,None
Ugw056OSsiJ5tFfFlSF4AaABAg,"Congrats സെബിൻ ചേട്ടായി 28 lakh ഫാമിലി  സെബിൻ ചേട്ടാ... നിങ്ങടെ ഓരോ വീഡിയോക്കും വേണ്ടി കട്ട വെയ്റ്റിംഗ് ആണ് ",꧁ P̳e̳r̳f̳e̳c̳t̳ O̳k̳a̳y̳ ꧂,957,True,None
Ugzr8kPFYW4x7fTlRgJ4AaABAg,"Jino cyriac ചേട്ടൻ പിടിച്ച ഫസ്റ്റ് മീൻ എന്റെ നാട്ടിൽ പരൽ എന്നാണ് പറയൽ ",m4 tech fans,1.7K,False,None
Ugz1iHd8h5G2m5mjpCh4AaABAg,"ഇതാണ് കേട്ടോ നമ്മുടെ ഫുൾ വീഡിയോ  ",Fishing Freaks,43,False,None
UgxZjql33_LnFP31C-J4AaABAg,"ദേ നമ്മുടെ T- shirts നമ്മുടെ വെബ്‌സൈറ്റിൽ നിന്ന് തന്നെ മേടിക്കാം കേട്ടോ   ",Fishing Freaks,434,False,None
Ugx7-8Jr-s4sBivATUx4AaABAg,"Surprise കൊടുത്ത് കൊടുത്ത് ആന വരെ പ്രതീക്ഷിച്ച വീട്ടുകാര് ",Moody Factory,3.6K,False,None
UgwQdcTOo829YDEYnCl4AaABAg,"നമ്മുടെ ടീഷർട് മേടിക്കാൻ   ",Fishing Freaks,383,False,None
Ugw_i6VpbeTgvhlCBVF4AaABAg,"നമ്മുടെ വാവ സുരേഷേട്ടന്റെ അവസ്ഥ വളരെ ഗുരുതരമാണ് എല്ലാവരും പ്രത്യേകം പ്രാർത്ഥിക്കണേ",MaLaYaLi,3.9K,False,None
Ugw-SVUdCR2Ocz1LRVJ4AaABAg,"കിളിക്കുട്ടിൽ വെള്ളച്ചാട്ടം set ചെയ്യണം അത് കിളികൾക് ഇഷ്ടമാവും",MY LIFE STYLE &FITNESS,83,False,None
UgycYcJcWmxPPwDEHBF4AaABAg,"കിളിക്കൂട്ടിൽ ഒരു Waterfall ഉണ്ടാക്കണം ",SHAMMAS KAARI,358,False,None
UgzRF6_fUl9S8g2eCll4AaABAg,"ജോബിൻ ബ്രോയ്ക്ക് വണ്ടി കിട്ടിയപ്പോൾ വളരെ സന്തോഷമായി ",Dileep dilu,1K,False,None
UgwOSZS5Vg6peSv7smh4AaABAg,"പാപ്പയുടെയും മമ്മിയുടെയും സന്തോഷം ആണ് ഇ വീഡിയോയിലെ highlight ",Paradise HealthNGardening,1.1K,True,None
UgxjnqlHl4LogM_l2AV4AaABAg,"Degree okk പാസായി ഏതെങ്കിലും കമ്പനിയിൽ അടിമ joli ചെയ്യുന്നതിലും എത്രയോ നല്ലതാണ് ഇഷ്ടപ്പെട്ട joli ചെയ്യുന്നത്...Sebin Rocks...God Bless You brother",Pradeep Chandran,526,False,None
UgzLP5foBZRUa9XbryN4AaABAg,"പപ്പയുടെ  സന്തോഷം കാണാൻ  വേറെ ഒരു രസമാ ",AKR MACHAN,654,False,None
UgyTy7KoCVB-2s5acQ54AaABAg,"നാട്ടിലാണേലും യുകെയിൽ ആണേലും Muuchstac ഇല്ലാതെ സെബിച്ചന് എന്ത് ആഘോഷം ",Kochuparampans ASB-ABS,2.4K,True,None
Ugx8HqornvhV-I1EX-54AaABAg,"നമ്മുടെ website ആണ് കേട്ടോ   ",Fishing Freaks,674,False,None
Ugy8UY0rxpF3wy8z55d4AaABAg,"മച്ചാന്റെ ഒറ്റ വീഡിയോ കണ്ട് സ്ഥിരം പ്രേക്ഷകരായ മാറിയവർ  ഇവിടെയുണ്ടോ",Life and Entertainment Zone,1.9K,True,None
UgzCDVlaES--pN6bbKx4AaABAg,"നല്ല ക്വാളിറ്റി ഫ്രോഗ് ആണ് നല്ല റിസൾട്ട് ഉണ്ട് നമ്മുടെ വെബ്‌സൈറ്റിൽ ഉണ്ട് കേട്ടോ    ",Fishing Freaks,527,False,None
UgwAAHU8VmTKwTpEttd4AaABAg,"Prank surprise എന്നൊക്കെ പറഞ്ഞാൽ ഇതാണ് സംഭവം പൊളിച്ചു ട്ടോ",FREEK YT,3.2K,False,None
Ugzmry8IySiMqxUiiSF4AaABAg,"നമ്മുടെ T-shirt മേടിക്കാൻ  ",Fishing Freaks,1K,False,None
UgxPGDFNzAjPSQlNMBB4AaABAg,"ഹരിക്കുട്ടൻ പ്രവചനതിൽ പണ്ടേ പുലിയാണ്  എല്ലാവർക്കും ഒരായിരം സ്നേഹത്തിൻ്റെ ഭാഷയിൽ എഴുതിയ ക്രിസ്തുമസ് ആശംസകൾ.ഹരികുട്ടനെ കണ്ടതിൽ ഒരുപാട് സന്തോഷം ",ShAdOwViBeZ,1.3K,False,None
UgxfP2cP-VIC5PhYAHZ4AaABAg,"കിളികൂട്ടിൽ എപ്പോഴാ ഏറുമാടം ഉണ്ടാകുന്നത് .....!!",ITZ ME KALLU,2.7K,False,None
