cid,text,author,votes,heart,paid
Ugwy5foT-kWx4t8LFvN4AaABAg,"അച്ഛന് പറ്റിയ മക്കൾ ",Sivaprasad Plavila,1,False,None
UgzhHbtJlVvtZ096djt4AaABAg,"ട്രോളന്മാർ ഞങ്ങൾക്കൊരു റസ്റ്റ്‌ തടെ",Rajeshswami Kdlr,5,False,None
UgxXPk87XOfBTomijeR4AaABAg,"ധ്യാൻ ചേട്ടനും  ചേച്ചിയും ",Vishnu MK,1,False,None
UgzS6hFeXqVH1c8hJ554AaABAg,"എടക്ക്.. Bluddddy fool എന്നൊക്കെ വിളിക്കും ",Robin Machan,3,False,None
UgxZeetE2lQdulKsk794AaABAg,"ചേട്ടാ ",Avk Anil,3,False,None
UgxrfQSjIVgNCWHfjkJ4AaABAg,"ഇതിലും നല്ലത് വല്ല റോഡ് സൈഡ്ഇൽ നിന്ന് ഇന്റർവ്യൂ എടുത്തൂടെ ",Vishnu vishwanath,41,False,None
Ugw1sltHIgyU_NpwLZB4AaABAg.9cNybkfXIBR9cOBmhvGaGf,"Headset മുഖ്യം ബിഗിലെ",Jiya John,1,False,None
Ugy4VdaV4ugIqlQAc9p4AaABAg,"കലപില കലപില",🕊️Rehma🕊️,13,False,None
UgzYjIMYAYxjv_uzJH14AaABAg,"ശ്രീനിവാസൻ ചേട്ടന്റെ തനിപ്പകർപ്പാണ് ധ്യാൻ ശ്രീനിവാസൻ ",Jstar Jstar,7,False,None
Ugw3S9phxlF_4cRKWVd4AaABAg,"ശബ്ദം തീരെ വ്യക്തമല്ലല്ലോ",Life is Beautiful,1,False,None
UgzKv3UbUTY5cP2Wb1h4AaABAg,"തനി മലയിളി",Tijo John,0,False,None
UgyR9oolMJ8de12_PkF4AaABAg,"ഈ വിവരദോഷിയെ  വിവാഹം കഴിച്ച നിങ്ങളുടെ അവസ്ഥ..... ശ്രീനിവാസന്റെ  മണ്ടൻ കഥാപാത്രങ്ങളുടെ ജീവിതാവിഷ്കാരമാണ്   ധ്യാൻ ",Atharv Vinod,3,False,None
UgyR9oolMJ8de12_PkF4AaABAg.9cO1i0kAf0U9cOJ-nZgXhy," @gratitude  സിനിമ ചെയ്തവർക്ക് മാത്രമേ കമന്റ്‌ ചെയ്യാൻ അനുവാദമുള്ളൂ?",Atharv Vinod,2,False,None
UgzgbG2WNjlRER0L0iN4AaABAg,"ജാഡ ഇല്ലാത്ത നടൻ ഇനിയും ഒരുപാട് നല്ല സിനിമയിൽ അഭിനയിക്കാൻ അവസരം കിട്ടട്ടെ",Rahiyanath Yaseen,15,False,None
Ugz1CqYpGRz63kmjgON4AaABAg,"D director കഥ പറഞ്ഞു നശിപ്പിച്ചു",Kn9 . Volg,0,False,None
UgyTLneoBGT2gAlBwHp4AaABAg,"ഉയർന്ന താരമൂല്യം ഉള്ള അതിഥി പറഞ്ഞ നല്ല അഭിപ്രായം കേട്ട താങ്കളുടെ സന്തോഷത്തിൽ ഞാനും പങ്കു ചേരുന്നു ",🔴VictoriaJoseph Cheeranchira KERALA 🔴,43,False,None
UgzWfttACA79Jm0eXvx4AaABAg,"കോടികൾ മൂല്യമുള്ള സെലിബ്രിറ്റിയുടെ പരസ്യം ഫ്രീ ആയി കിട്ടിയ നിങ്ങൾ ഭാഗ്യവാനാണ് .",ചാണക്യൻ ,139,False,None
UgyT5_i_j6I59EbkR_J4AaABAg,"ചേട്ടന്റെ എക്സൈറ്റ്മെന്റ് ഇപ്പോഴും പോയിട്ടില്ലനയൻസ്",Thasleema,22,False,None
UgyR1gfD1dFkhDDMk694AaABAg,"കടക്കു നല്ല പേരായി.. എന്തായാലും adipoli",Shemi Shemi,46,False,None
UgzXZ7h2XBlriE0uhD14AaABAg,"എനിക്കുള്ള ഒരു സംശയം സിലിബ്രിറ്റീസിന് ഒക്കെ   അപ്പോൾ കേരളത്തിലെ ഹോട്ടലിൽ കയറി ഒരു food കഴിക്കാൻ ഇത്ര risk ആയിരിക്കും ",Aishu ~°,0,False,None
Ugxv5hgX-IzHvvrswUJ4AaABAg,"നമ്മളെ ചെക്കൻ റാഷിദ്‌ ",THE BAX,1,False,None
Ugw1Pno7OaCXRoBTEzh4AaABAg,"ഓറഞ്ച് കളർ കുർത്തി ഇട്ട് lady actress പാർവതിയെ പോലെ ഉണ്ട്",a women..,4,False,None
Ugx_7_5fhUsMSSS9MQt4AaABAg,"ഓ ഭയങ്കരം ",sj,1,False,None
UgwTZCVsDlEFvDEOtvt4AaABAg,"ഈ friendship എന്നും ഉണ്ടാകട്ടെ ",Fasila Rafeek,31,False,None
UgxOB882DGsenhINuIp4AaABAg,"മണലിൽ നല്ല വിഷ പാമ്പ് ഉണ്ടാകും ",Rasi lulu,0,False,None
Ugxhu6PhLXVPb8JTshp4AaABAg,"മനോഹരം",Jyothis Prakash,1,False,None
UgwWxvT7upNxp-kAHzt4AaABAg,"മനോഹരം",JAYASREE B,0,False,None
UgyX7b0KGal8THyWvYl4AaABAg,"ലളിത മനോഹര ചിത്രം ഗാനം",sreekumar mimers,0,False,None
Ugw6TCetXs6CNss-YYF4AaABAg,"എന്തിനാ ഇങ്ങനെ എപ്പോഴും interviews കൊടുക്കുന്നെ",reshma.b bindu,12,False,None
UgyTjYmcAG7kWIJLjjh4AaABAg,"പാവം",lana Pk,0,False,None
UgwILSHafyXskgU9mEd4AaABAg,"ആഹ് ഇപ്പ എങ്ങനിരിക്കണ് ",JAS Cooking Diaries 👨‍🍳,2,False,None
Ugz-nDRuo6z84x118nx4AaABAg,"മാങ്ങാ തൊലി",Libin M,0,False,None
UgyygK5XB3oW1DmUybp4AaABAg,"Popper പൊട്ടിച്ച ചങ്ങായി ",Saran💮♾,0,False,None
UgzaxO2NIULaUHiOvnd4AaABAg,"സൂപ്പർ മൂവി ",Seema,20,False,None
UgwxjBbt1xOfcxioECZ4AaABAg,"പാവം. കളിയാക്കി കളിയാക്കി ഇപ്പൊ ഒരു ഇഷ്ട്ടം തോന്നുന്നു",mindful matters,36,False,None
UgxcNTxCWd7PNNS0bel4AaABAg,"അതാണ് ചേച്ചി. ആരും ഇല്ലാത്ത വന് ദൈവം ഉണ്ട്. അതാണ്. അത് അത്രേ ഉള്ളു",ajsow world,26,False,None
UgwCQ3i0dqu9XiN8atJ4AaABAg,"വിശ്വസിക്കാൻ കൊള്ളാവുന്ന ഒരാൾ ആണ് ഗായത്രി.. ",Kenshin Himura,17,False,None
UgzBxEMR4iGU6iQMX-l4AaABAg,"എനിക്ക് ഗായത്രി യേ ഇഷ്ട്ടം ആണ്. She is not fake.",Mridula M,14,False,None
UgyMwmTwYvUCMqrcuw54AaABAg,"ആളൊരു പാവം ആണ് എനിക്ക് ഒരുപാട് ഇഷ്ടാണ്",RasiAnwar world,5,False,None
UgwuquBqNuj-0m1deOl4AaABAg,"Straight forward ആണോ ശത്രുക്കൾ ധാരാളം ഉണ്ടാകും . അതെ സമയം സുഹിപ്പിച്ച് നിന്ന എല്ലാർക്കും ഇഷ്ടം ആണ് ...പോയി പണി നോക്കാൻ പറയണം  നമ്മൾ നല്ല നിലക്ക് എത്തുമ്പോൾ വരും ഓരോന്ന് ബന്ധവും സ്വന്തവും പറഞ്ഞ്അനുഭവം ഗുരു",vigorous comments,17,False,None
UgxuJZ2__gW2X48bIdx4AaABAg,"വെറുത്ത് വെറുത്ത് eppo ഒത്തിരി ഇഷ്ട്ടായി ഈ ചേച്ചീനെ enik ",Ramiya Molutty,0,False,None
Ugxmo7KEzJ7lUdP6JAN4AaABAg,"ഗായത്രിയെ എനിക്ക് ഇഷ്ടമാണ്....open hearted person...സീനത്ത് ബീവി ആലപ്പുഴ.",axiom service,0,False,None
UgwC55jITuy4UT-C3g14AaABAg,"കഷ്ടം. നല്ല വിഷമമുണ്ട് .",Life is Beautiful,0,False,None
Ugx7n3oOO7-5SPh6v214AaABAg,"താൻ താൻ നിരന്തരം ചെയ്യുന്ന കർമങ്ങൾ.. താൻ താൻ നിരന്തരം അനുഭവിച്ചീടുക ",Shyra C,6,False,None
Ugx7n3oOO7-5SPh6v214AaABAg.9cN0Oc594UN9cNBUSfcIdM," @aliferous  അന്ന് accident നടന്നപ്പോ ലൈവിൽ വന്നു സ്വയം കൊറേ ന്യായീകരിക്കുന്നതായി തോന്നി...ബാകി സകല ഇന്റര്‍വ്യൂകളും ഇവിടുത്തെ കൊറേ so called ട്രോളൻമാർ വെറുതെ പടച്ച് വിട്ടത് ആണ്...",Abhijith,1,False,None
UgxQ8A9JSYQRW1xvS-14AaABAg,"ഇത്രയും ഒക്കെ വേണോ. ഇപ്പോൾ ഇവരെ ഇഷ്ട്ടം അല്ല.",S N,1,False,None
UgxrlTqU74FckGS9JCV4AaABAg,"മോളി ചേച്ചിക്ക് ഒരു big saluteഎല്ലാ മാതാപിതാക്കളും ഇതുപോലുള്ള സന്തോഷങ്ങൾ തിരിച്ചറിയട്ടെ ",manuelsherbin ks,3,False,None
UgzJ_mi6uDASQHtq0LJ4AaABAg,"അദ്ദേഹം കാറ് ഓടിക്കും എന്ന് അറിയില്ലാർന്നോ?",thakkua,4,False,None
UgzQjhbEW5iuchtMZ9Z4AaABAg,"ഇതിലും ഭേദം video ഇടാതിരിക്കുന്നതാ.. ",Purushothaman T N,9,False,None
Ugy6cWOHAcBNBOn0Nex4AaABAg,"ഹോ എന്റമ്മോ അപ്പോൾ ഉള്ളിൽ ഉള്ള പറയാതെ വച്ച കാര്യങ്ങൾ കൂടെ പറഞ്ഞാൽ എന്താ അവസ്ഥ",V k,6,False,None
UgyI_7dvIWhDutgLBp14AaABAg,"ഞൻ വിചാരിച്ചു ഇയക് ജാട അണ്ണന് ബട്ട്‌ മണ്ടത്തരം പറഞ്ഞു പറഞ്ഞു എന്നിക്കു ഇയാളെ ഓതിരി ഇഷ്ടമായി ",shanu sha,36,False,None
UgyNuebCVosCFLkpJB94AaABAg,"വെറുത്ത്..വെറുത്ത്..കുട്ടിസങ്കരനെ  എനിക്ക് ഇപ്പോ ഇഷ്ടപ്പെടാൻ തുടങ്ങി",BLACKBEAST 8223,38,False,None
UgwSP17iSu0RkWBOLRh4AaABAg,"ഇവൾക് 2 കുട്ടികൾ ayuo",Nisha Rifu,13,False,None
UgzEFkmV8G8Ts7ZCU4N4AaABAg,"ആരോ റോബിൻ റോബിൻ എന്ന് പറയുന്നു ",ഇക്കാന്റെ പെണ്ണ്,14,False,None
UgzuhaHzyimaCr7FyZZ4AaABAg,"ഇവനിപ്പഴും നേരം വെളുത്തില്ലേ",meenoos world,14,False,None
UgzMCvaTIs3tySmb0mp4AaABAg,"വീണയുടെ സ്പീഡ് പോരാ ഒരു എനർജി ഇല്ലാത്ത കൊറേ മൂവസ്",Rejo Thomas,0,False,None
UgxyNr1bvw0cRO-IONV4AaABAg,"വളിയും കുസുവും...വേണ്ടപോലെ",Lalu lal,4,False,None
UgxBdatQod5bkwS01Ux4AaABAg,"മാധ്യമപ്രവർത്തകരെ വെള്ളപുശനുള്ള caption നന്നായി ശെരിക്കും വിലയില്ലാണ്ട് ആയത് മാധ്യമപ്രവർത്തകർ തന്നെ ആണ് ",just vision,10,False,None
UgyX4faqsdtTl2oEHqJ4AaABAg,"അന്നേരം ഇളിച്ചോണ്ടിരുന്ന മീഡിയകാർ ഇന്ന് അടുത്ത ന്യൂസ്‌ നു വേണ്ടി. Nenmamaram",m M,39,False,None
UgzCyVgKQRfh-gE0_-F4AaABAg,"പേർളി മാണിയുടെ ഇന്റർവ്യൂ",Smitha Maju,11,False,None
UgzG17iWhvEbs81Zr094AaABAg,"നീ cool ആയാലും അല്ലേലും മര്യാദകേട് കാണിച്ചാൽ നാട്ടുകാര് പെരുമാറും അത് ആരായാലും അങ്ങനെയാണ്",Galaxy,2,False,None
UgzIOsnnNgjuUUHBpwd4AaABAg,"ഇവർ ചേട്ടനും അനിയനും നല്ല സ്നേഹം ഉള്ളവർ ആണ്",vinumol,65,False,None
Ugxs4cxg0y9rg4ogxiB4AaABAg,"നായകൻ ആകാൻ ചെക്കൻ റെഡി ആകുന്നു... ബോഡി ആണലോ ഇപ്പോഴത്തെ main criteria for acting",Nithin Jose,32,False,None
Ugy4N2_Ld59Qgcv36ZF4AaABAg,"ഇത് എന്ത് പറ്റി.. മുടി ",Ashkar Ansari,5,False,None
UgwKWzUVo0lWuqYU-U54AaABAg,"അളിയാ പൊളി സാധനം...",Shyam V,0,False,None
UgwM0atxLB9WkqYOoEJ4AaABAg,"ആലോചിട്ട് പറഞ്ഞില്ലെങ്കിൽ പണി കിട്ടും ",Ma little moments,30,False,None
Ugz4lDXlVyjKraWiqZh4AaABAg,"എന്റെ ഡോക്ടറെ ",Liji S,0,False,None
UgyLO4NvPpfSMkbzTGd4AaABAg,"ബാബു ആന്റണി ... ഒരുകാലത്തു superstar ആയിരുന്നു",BINOJ TA,1,False,None
UgzbZHM9V56qhsmdBWV4AaABAg,"അതെന്താ പായസം പൗഡർ ",Murshida Thasni,1,False,None
Ugwqd2Wso7hEX-6FJwJ4AaABAg,"Cut ചെയ്യണമെന്ന് പറഞ്ഞിട്ട് സ്വന്തം ചാനൽ തന്നെ ഇട്ട് ",padayottam,17,False,None
UgzdbGbjIo5iarz85S94AaABAg,"Anirudh ആറാടുകയായിരുന്നു ആ interval bgm ഒക്കെ ചുമ്മാ ",Abhijith,20,False,None
Ugy1a74HBQDp0k_0OZx4AaABAg,"കണ്ടു മോനെ തൃശ്ശൂർ രാഗത്തിൽ വന്നു ",Yadhu krishna,14,False,None
UgzE-usTuIjDPEqlk8h4AaABAg,"പുള്ളിക്കാരിക്ക് നയില ഉഷയുടെ ഒരു face cut ഉണ്ട്",Joseph Mathew,4,False,None
UgyJnF1HQ7vYBVkQL6h4AaABAg,"ഉപ്പും മുളക് കണ്ടു ഇഷ്ടായതാ നീലു ചേച്ചിയെ പടം നന്നായി വിജയിക്കട്ടെ ",പേടിക്കണ്ട ഓടിക്കോ,158,False,None
Ugxr5H3zckH1QaiopuN4AaABAg,"ധ്യാനിനെ എവിടെ കണ്ടാലും ഒന്ന് കാണണംചിരിക്കണം .",Shaji Shibu,949,False,None
Ugxmh3UNH5U46Aw1pqR4AaABAg,"വീണ 33",Thriller movies,2,False,None
UgyundQgj62JizFS9194AaABAg,"കറക്റ്റ്",Thriller movies,9,False,None
Ugz-LjLgED7eP33XLOd4AaABAg,"അണ്ണാ ",mr. beeen,1,False,None
UgxrHwOI3Qzc4X-ebet4AaABAg,"പുള്ളിയെ ഞാൻ കാണാൻ തുടങ്ങിയ കാലം മുതലേ പുള്ളി ഇങ്ങനെയാണ്.. പ്രായം ആകാത്ത മനുഷ്യൻ ",Solivagant Soul,158,False,None
UgzZWn6DGvwLWiXYZdp4AaABAg,"കൊള്ളാം ഒർജിനൽ ആണെന്ന് പറയെ  ഇല്ല അത്രക് artificial ആയിട്ടുണ്ട്",NATURE &FOOD,794,False,None
Ugxou3pDFIw9JVQ5heR4AaABAg,"പാത്തുമ്മ നിലു.. .  Cute .",Azi ___,81,False,None
Ugx9tie9Dcejr4wRFF54AaABAg,"Nilune മനസിലായെ ഇല്ല ",Abhilash pk Abhilash pk,176,False,None
Ugyjn7Jyhw8iQlgFfHB4AaABAg,"റോബിനെ നല്ല വേഷം കൊടുത്താൽ ഇവന്മാരെയൊക്കെ കടത്തി വെട്ടും ROBIN ARMY",MANU DECOR & WALL DESIGN 021,12,False,None
UgxdLHPuQ-P18NP8XAR4AaABAg,"കണ്ടിട്ട് ഒത്തിരി സന്തോഷം തോനുന്നു... ഈൗ മനുഷ്യൻ വേറെ ലെവൽ ആണ്.. ",Surya Arun,729,False,None
UgwcH6Y2Qqc0MlnDUP54AaABAg,"പാർവതി ഒരു ഇന്റർവ്യൂയിൽ ഇത്രയും  enjoy ചെയ്യുന്നത് ആദ്യമായിട്ടാണ് കാണുന്നത്. മസ്സില് പിടിച്ചുള്ള ചോദ്യോത്തര രീതിയെക്കാൾ എന്തു കൊണ്ടും ആസ്വദിക്കാൻ നല്ലത് ഇത്  തന്നെയാണ്. Very good Veena... ",Radhika Biju,470,False,None
Ugz26Yz0C3ws-656bv94AaABAg,"ശരിക്കും സൗന്ദര്യത്തിൽ അസൂയ തോന്നിയിട്ടുള്ള നടിമാരിൽ ഒരാൾ. പൊന്മുട്ടയിടുന്ന താറാവിലെ അവസാന സീൻ തന്നെ ധാരാളം ",SILPA M,787,False,None
Ugw440rxc0iwl1vUvn14AaABAg,"കൊള്ള",civic pilvanos,0,False,None
Ugyg9O0lprusUuuTmaR4AaABAg,"ഗൂളിങ് ഗ്ലാസ്‌ വെച്ച king cook ",fahmi sharfazzz,31,False,None
UgzicJkC8ilFd3mUBmJ4AaABAg,"ബിരിയാണി വെളുമ്പുമ്പോ എന്തിന മമ്മൂക്ക കൂളിംഗ് ഗ്ലാസ്‌????",sathyam,6,False,None
UgyOEHjjjSBULCGqTBh4AaABAg,"പലരുടെയും ഇന്റർവ്യൂ കാണുന്ന ആണിപ്പോ മെയിൻ ",༒★Ň̷Δ̷Ĵ̷Μ̷Ữ̷ ̷ ŁØV€AβLe༒,150,False,None
UgxsuP1MohMPZY5nezB4AaABAg,"Behind woods channel എന്തിനാണ് ഇങ്ങനെയുള്ള videos ഇട്ട് വില കളയുന്നത്.",Rose,171,False,None
Ugx-Wlu7GXkcfbO55WR4AaABAg,"ഇതെന്ത് കിണ്ടി? ",123 987,107,False,None
UgxX9JTBqC7rnDL89714AaABAg,"ഗ്ലാസിൽ ചായ ഇല്ലാന്ന് മനസിലായവർ ഉണ്ടോ ",commercianz,48,False,None
Ugx6MrUM7zAwGwz5_9t4AaABAg,"വെറുപ്പിക്കലിന്റെ പുതിയ വേർഷൻ",Mubashir Kozhisseri,14,False,None
Ugy-f9Iy1DdOABXIdoZ4AaABAg,"ഇത് ആരാ",Krishna priya,4,False,None
Ugy5HKf4bjySc6eGfgB4AaABAg,"റോബിൻ കരഞ്ഞപ്പോൾ കരഞ്ഞവരും റോബിൻ ചിരിച്ചപ്പോ ചിരിച്ചവരും ആണ് ഇതിൽ കൂടുതൽ...",Farhana,1.3K,False,None
UgyZtEQ0MMbKUI_ZWch4AaABAg,"ദിൽഷയും കൂടി പുറത്ത് വന്നതിന് ശേഷം ദിൽഷയും Dr റോബിനും കൂടി ഒരുമിച്ചുള്ള interview ആരൊക്കെയാണ് waiting",Malavika Renjith,4.1K,False,None
Ugx6EvbKVB9jg086XtV4AaABAg,"സിഗിരറ്റ് വിളിച്ചുകൊണ്ടു ഇന്റർവ്യൂനു ഇരുന്നാമത്യാരുന്നു അതല്ലേ മാസ്സ്  എന്തൊരു ദുരന്തം ..... ",Sreereshmi Sree,924,False,None
Ugw30la-JEj9qlrvRS54AaABAg,"ശരിയാണ്  ജാസ്മിന് self respect മാത്രമേ അറിയുള്ളു. മറ്റുള്ളവരെ Respect ചെയ്യാൻ അറിയില്ല.",Ruby''s world,3.8K,False,None
UgyzNgSgJr4EuS1YHlt4AaABAg,"ഒരു മനുഷ്യൻ എങ്ങനെ ആകരുത് എന്നതിന് പറ്റിയ ഏറ്റവും നല്ല ഉദാഹരണം(ജാസ്മിൻ ). അത് കാണിച്ചു തന്നതിന്   ഏഷ്യാനെറ്റ്നു big thanks .",Basil Jacob,1K,False,None
UgyH_OMY04ynLaZjgzh4AaABAg,"Dr Robin പുറത്തായെങ്കിലും ജനങ്ങളുടെ മനസ്സിൽ വിജയ് ആയത് റോബിൻ അണ്ണൻ തന്നെ ",Dr Robin Army,3.5K,False,None
Ugypeqnk-Q3LO8dDoRd4AaABAg,"ഏജന്റ് ടീന ഒരേ പൊളി",EU Jobs,69,False,None
Ugwxp-oWPswlDxp9yG94AaABAg,"ഞാൻ ഞെട്ടിയില്ല.",From the Ashes,5,False,None
UgzZrVx8GiLJfcbSV-l4AaABAg,"അതിനൊക്കെയുള്ള ഗഡ്സ് നമ്മുടെ മമ്ത മോഹൻദാസിനെ ഒള്ളു ",Atmosphere,634,False,None
Ugyfc10y3yWFGAQZf_J4AaABAg,"കൊള്ളാം നന്നായിട്ടുണ്ട് ഇനി ആവർത്തിക്കല്ല്",Amal S,184,False,None
UgzhPxbhFRUeoDVXYa54AaABAg,"പടംഎന്നൊക്കെ പറഞ്ഞാൽ ഇതാണ് പടം രോമാഞ്ചിഫിക്കേഷൻ",Baburaj Chandran,13,False,None
UgzwQCSOkaSq8x6m-Fl4AaABAg,"എന്തായാലും ഇങ്ങേരെ വൈകാതെ ബിഗ്ഗ് സ്ക്രീനിൽ കാണാം ..... ഇങ്ങേരുടെ ഡാൻസിനെക്കാളും എനിക്ക് ഇഷ്ടമായത് ഇങ്ങേരുടെ സംസാരമാണ്... നിഷ്കളങ്കൻ ",MALAYALI THINGS ©️,59,False,None
UgwFj1Rx6-f57LIFK9x4AaABAg,"എത്ര നല്ല പെരുമാറ്റം ഭഗവാനെ അങ്ങ് ഇങ്ങനെയുള്ള ഈ മോനെ ഏറ്റവും ഉയരങ്ങളിൽ എത്തിക്കേണമേ.",Shaji P,3,False,None
Ugx7EYegBZQU6qrZJVd4AaABAg,"ഇതൊക്കെ കേക്കുമ്പോ ഞാൻ എക്കോ എന്നാ മാന്യൻ ആ",Jith s Daniel,3,False,None
UgxTwgnakduoI1qhH0l4AaABAg,"ഇദ്ദേഹം ഇത്രത്തോളം fun ആയിരുന്നു എന്ന് അറിഞ്ഞില്ല...very fun interview ",Akhilesh P.M,74,False,None
Ugyyq5MIgfkpZoicP_h4AaABAg,"നല്ല അവതാരകൻ...opposite ഇരിക്കുന്ന ആളുകളെ respect ചെയ്ത് കാര്യങ്ങൾ ചോദിക്കുന്നു....All the best dears ",Athulya k,10K,False,None
UgyzGGtyRdsieieX7rt4AaABAg,"ഹിറ്റായ സിനിമ ആറാട്ട് ",NIJIYA''S,7,False,None
Ugyen1BkygW5G-FlKct4AaABAg,"എല്ലാർക്കും ഉണ്ടാകും ഒരു one സൈഡ് lobe",༒★Ň̷Δ̷Ĵ̷Μ̷Ữ̷ ̷ ŁØV€AβLe༒,15,False,None
Ugzdocmwjoznr5qSSVV4AaABAg,"ഈ സിനിമ കണ്ടു വിജയിപ്പിക്കണം എല്ലാവരും ഈ ചിത്രം കാണണം മേജർ സന്ദീപ് ഉണ്ണി കൃഷ്ണൻ സർ  ജയ് ഹിന്ദ്  എന്നും ഞങ്ങൾക്ക് ഒപ്പം ഉണ്ട് അദ്ദേഹം.",Nithin Radhakrishnan,29,False,None
UgwXfz_D1qS79LWrsHV4AaABAg,"ലൊക്കേഷ്‌ കനാഗരാജ് ",Lofi Solics,108,False,None
UgwuzwvGbJpu1w8GLRx4AaABAg,"ശിവദക്ക് എന്തോ ഒരു പ്രത്യേക ഭംഗി ഉണ്ട്.. ശബ്ദത്തിനും എന്തോ ഒരു സ്പെഷ്യലിറ്റി തോന്നിയിട്ടുണ്ട് ",Remya Asraya,105,False,None
Ugyd3kHKpsUB78PbnJV4AaABAg,"ബിജു ചേട്ടൻ പണ്ടേ കിട്ടേണ്ടത് ആയിരുന്നു അതേഹം നല്ല ആക്ടർ ആണ് ബാക്കി ഉള്ളവർ മോശം ആണെന്ന് അല്ല ബിജു ചേട്ടൻ പണ്ടേ അങ്ങികരം കിട്ടേണ്ടയാരുന്നു ",Adhil Najeeb,23,False,None
UgzQDUVo99VePuS3C4R4AaABAg," ഇത്തരം Exploration Videos നന്നായിട്ടുണ്ട്",nbs,3,False,None
UgzFxV5Sv1jNdXZEIlR4AaABAg,"സ്വർണ്ണ കുട്ടിക്കുവേണ്ടി എന്നും പ്രാർത്ഥിക്കും ",Adassery Pauly,8,False,None
Ugxg-K24YQpGIYYZh014AaABAg,"ചോദിക്ക് :: ചോദിക്ക് - എന്താ നിനക്ക് ചോദിച്ചാൽ നീ ചോദിച്ചിട്ട് പോയാൽ മതി ",Sandu - -,114,False,None
UgzZPjFZqgxnMeW9H-t4AaABAg,"പുള്ളിയുടെ ഇന്റർവ്യൂ ഒരു രക്ഷയുമില്ല ",CHATTAMBI PENN,16,False,None
UgzVOKsyQfpxNbUGFeV4AaABAg,"ചിന്നു ചേച്ചി മുത്താണ് ",pappkka CCS,0,False,None
UgyFHkI_k2IdJ53EQEB4AaABAg,"ദൈവമേ എന്നും ഇവർ ഇങ്ങനെ ഇരിക്കട്ടെ ",Neenu Aneesh,444,False,None
